file,function,start_line,end_line
"src/acp/vscodeMcpBridge.ts","_handleToolsCall",93,95
"src/chat/HermesChatProvider.ts","pad",2872,2873
"src/chat/HermesChatProvider.ts","pad",2877,2878
"src/chat/HermesChatProvider.ts","vendorUri",3237,3242
"src/chat/contextAttach.ts","isAttachableRole",21,23
"src/chat/contextAttach.ts","attachRoleLabel",100,115
"src/chat/contextAttach.ts","buildContextAttachPrefix",117,134
"src/chat/contextAttach.ts","composePromptWithContext",136,146
"src/chat/profileStorage.ts","sanitizeProfileScopeKey",10,16
"src/chat/profileStorage.ts","profileDir",18,22
"src/chat/profileStorage.ts","sessionsPathFor",24,26
"src/chat/profileStorage.ts","activeSessionPathFor",28,30
"src/chat/profileStorage.ts","profileStatePathFor",32,34
"src/chat/profileStorage.ts","loadProfileState",36,44
"src/chat/profileStorage.ts","saveProfileState",46,50
"src/chat/profileStorage.ts","migrateLegacySessionStorage",53,68
"src/chat/toolAggregate.ts","countNonemptyLines",9,15
"src/chat/toolAggregate.ts","isShortToolText",17,19
"src/chat/toolAggregate.ts","isAggregatedToolText",21,23
"src/chat/toolAggregate.ts","mergeToolTexts",25,27
"src/chat/toolAggregate.ts","canAggregateToolTexts",29,38
"src/chat/toolAggregate.ts","rebuildAggregatedToolText",40,41
"src/codeLens.ts","registerCodeLensProvider",3,15
"src/diffViewer.ts","registerDiffCommands",3,41
"src/extension.ts","bindChatCommand",13,26
"src/extension.ts","activate",28,165
"src/extension.ts","deactivate",167,169
"src/i18n/format.ts","formatLocaleString",2,8
"src/i18n/index.ts","resolveLocaleFromLanguage",15,21
"src/i18n/index.ts","resolveLocale",23,31
"src/i18n/index.ts","initI18n",33,37
"src/i18n/index.ts","getLocale",39,41
"src/i18n/index.ts","getWebviewLocale",43,45
"src/i18n/index.ts","t",47,50
"src/i18n/index.ts","localizeStatusMessage",53,85
"src/i18n/permissionOptions.ts","normalizePermissionToken",15,17
"src/i18n/permissionOptions.ts","resolvePermissionOptionLabel",20,22
"src/logLevel.ts","classifyLogLevel",4,20
"src/test/runTest.ts","main",4,14
"src/tests/runTest.ts","main",4,18
"src/tests/suite/index.ts","run",5,27
"src/tests/suite/profileModels.test.ts","json",89,96
"src/tests/suite/profileModels.test.ts","json",102,109
"src/tests/suite/providerModelFetch.test.ts","json",10,12
